Adresse,CodePostal,Arrondissement ,idParcelle,latitude,longitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
28 RUE PROFESSEUR RANVIER,69388,Lyon 8e Arrondissement,69388000AN0122,45.734946,4.886876,0.8057771074380166,,28 Rue Professeur Ranvier 69008 Lyon,housenumber,69388_5795_00028,28,28 Rue Professeur Ranvier,Rue Professeur Ranvier,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
28 RUE SAINT GERVAIS,69388,Lyon 8e Arrondissement,69388000BS0057,45.74301,4.862664,0.7787375324675324,0.5106672727272726,28 Rue Saint Gervais 69008 Lyon,housenumber,69388_6375_00028,28,28 Rue Saint Gervais,Rue Saint Gervais,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
28 RUE SANTOS DUMONT,69388,Lyon 8e Arrondissement,69388000BR0053,45.745338,4.862195,0.7750057142857142,,28 Rue Santos Dumont 69008 Lyon,housenumber,69388_6670_00028,28,28 Rue Santos Dumont,Rue Santos Dumont,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
28 RUE VILLON,69388,Lyon 8e Arrondissement,69388000BP0081,45.744722,4.865927,0.7175488311688312,,28 Rue Villon 69008 Lyon,housenumber,69388_7485_00028,28,28 Rue Villon,Rue Villon,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
28 RUE XAVIER PRIVAS,69388,Lyon 8e Arrondissement,69388000BI0026,45.735851,4.86731,0.7781557142857142,,28 Rue Xavier Privas 69008 Lyon,housenumber,69388_7560_00028,28,28 Rue Xavier Privas,Rue Xavier Privas,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
280 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BK0006,45.738583,4.862269,0.7805193506493506,,280 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00280,280,280 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
282 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BK0007,45.738523,4.862454,0.7805193506493506,,282 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00282,282,282 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
29 BOULEVARD JEAN XXIII,69388,Lyon 8e Arrondissement,69388000AR0118,45.740347,4.874932,0.7958360117302052,,29 Boulevard Jean XXIII 69008 Lyon,housenumber,69388_lvhvfo_00029,29,29 Boulevard Jean XXIII,Boulevard Jean XXIII,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
29 RUE EDOUARD NIEUPORT,69388,Lyon 8e Arrondissement,69388000AO0142,45.734851,4.876468,0.7938578299120234,,29 Rue Edouard Nieuport 69008 Lyon,housenumber,69388_2470_00029,29,29 Rue Edouard Nieuport,Rue Edouard Nieuport,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
29 RUE LEO ET MAURICE TROUILHET,69388,Lyon 8e Arrondissement,69388000BO0016,45.743594,4.869158,0.8305316783216783,,29 Rue Léo et Maurice Trouilhet 69008 Lyon,housenumber,69388_4190_00029,29,29 Rue Léo et Maurice Trouilhet,Rue Léo et Maurice Trouilhet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
29 RUE PAUL CAZENEUVE,69388,Lyon 8e Arrondissement,69388000BI0042,45.735508,4.864176,0.7852694984326019,0.42984609625668446,29 Rue Paul Cazeneuve 69008 Lyon,housenumber,69388_5265_00029,29,29 Rue Paul Cazeneuve,Rue Paul Cazeneuve,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
29 RUE PROFESSEUR JOSEPH NICOLAS | 98 AVENUE JEAN MERMOZ,69388,Lyon 8e Arrondissement,69388000AW0148,45.731842,4.8806,0.5616164516129031,,29 Rue Professeur Joseph Nicolas 69008 Lyon,housenumber,69388_5785_00029,29,29 Rue Professeur Joseph Nicolas,Rue Professeur Joseph Nicolas,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
29 RUE PROFESSEUR RANVIER | 192 BOULEVARD PINEL,69388,Lyon 8e Arrondissement,69388000AN0129,45.733463,4.886754,0.5250972384219554,0.3557651972555746,29 Rue Professeur Ranvier 69008 Lyon,housenumber,69388_5795_00029,29,29 Rue Professeur Ranvier,Rue Professeur Ranvier,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
29 RUE SAINT MATHIEU,69388,Lyon 8e Arrondissement,69388000BT0011,45.742473,4.864617,0.7774893506493507,,29 Rue Saint Mathieu 69008 Lyon,housenumber,69388_6460_00029,29,29 Rue Saint Mathieu,Rue Saint Mathieu,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
29 RUE SAINT NESTOR,69388,Lyon 8e Arrondissement,69388000BP0039,45.743058,4.866926,0.7703925252525252,,29 Rue Saint Nestor 69008 Lyon,housenumber,69388_6485_00029,29,29 Rue Saint Nestor,Rue Saint Nestor,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
290 ROUTE DE VIENNE,69388,Lyon 8e Arrondissement,69388000CM0016,45.724656,4.853871,0.7757588888888888,0.2353481374722838,290 Route de Vienne 69008 Lyon,housenumber,69388_7440_00290,290,290 Route de Vienne,Route de Vienne,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
291 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BL0066,45.73858,4.863046,0.7805193506493506,,291 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00291,291,291 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
296 BOULEVARD PINEL | 290 BOULEVARD PINEL | 298 BOULEVARD PINEL | 304 BOULEVARD PINEL | 310 BOULEVARD PINEL | 314 BOULEVARD PINEL | 288 BOULEVARD PINEL,69388,Lyon 8e Arrondissement,69388000AY0089,45.724001,4.885823,0.20356393939393938,,296 Boulevard Pinel 69008 Lyon,housenumber,69388_5555_00296,296,296 Boulevard Pinel,Boulevard Pinel,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 B AVENUE DES FRERES LUMIERE,69388,Lyon 8e Arrondissement,69388000AB0018,45.746739,4.861272,0.7327442997542997,,3bis Avenue des Frères Lumière 69008 Lyon,housenumber,69388_2910_00003_bis,3bis,3bis Avenue des Frères Lumière,Avenue des Frères Lumière,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 IMPASSE BERCHET,69388,Lyon 8e Arrondissement,69388000AR0005,45.740949,4.869207,0.7509627272727272,0.4258849158249158,3 Impasse Berchet 69008 Lyon,housenumber,69388_0885_00003,3,3 Impasse Berchet,Impasse Berchet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 IMPASSE GANTZ,69388,Lyon 8e Arrondissement,69388000AY0112,45.724723,4.885791,0.7259222134387351,,3 Impasse Gantz 69008 Lyon,housenumber,69388_2995_00003,3,3 Impasse Gantz,Impasse Gantz,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 IMPASSE PAUL CAZENEUVE,69388,Lyon 8e Arrondissement,69388000BK0023,45.735974,4.863552,0.6521054545454544,0.5577728571428571,3 Impasse Cazeneuve 69008 Lyon,housenumber,69388_5263_00003,3,3 Impasse Cazeneuve,Impasse Cazeneuve,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 PLACE AMBROISE COURTOIS,69388,Lyon 8e Arrondissement,69388000AE0009,45.744813,4.871789,0.8017661983471074,,3 Place Ambroise Courtois 69008 Lyon,housenumber,69388_0200_00003,3,3 Place Ambroise Courtois,Place Ambroise Courtois,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE AUGUSTE CHOLLAT,69388,Lyon 8e Arrondissement,69388000CD0015,45.738695,4.851107,0.7785722257053291,,3 Rue Auguste Chollat 69008 Lyon,housenumber,69388_0530_00003,3,3 Rue Auguste Chollat,Rue Auguste Chollat,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE BATAILLE,69388,Lyon 8e Arrondissement,69388000AR0229,45.738759,4.867382,0.7289370247933884,0.3812460997067449,3 Rue Bataille 69008 Lyon,housenumber,69388_0705_00003,3,3 Rue Bataille,Rue Bataille,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE CAPITAINE ELISABETH BOSELLI | 1 RUE CAPITAINE ELISABETH BOSELLI,69388,Lyon 8e Arrondissement,69388000AN0317,45.731752,4.886486,0.480899696969697,0.2472237282941777,3 Rue Capitaine Elisabeth Boselli 69008 Lyon,housenumber,69388_1200_00003,3,3 Rue Capitaine Elisabeth Boselli,Rue Capitaine Elisabeth Boselli,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE CHANTAL SANDRIN,69388,Lyon 8e Arrondissement,69388000CK0096,45.733725,4.850939,0.7815113166144201,,3 Rue Chantal Sandrin 69008 Lyon,housenumber,69388_1460_00003,3,3 Rue Chantal Sandrin,Rue Chantal Sandrin,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE DES LILAS,69388,Lyon 8e Arrondissement,69388000BO0062,45.742843,4.871985,0.7317440316205532,,3 Rue des Lilas 69008 Lyon,housenumber,69388_4245_00003,3,3 Rue des Lilas,Rue des Lilas,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE DES ROSES,69388,Lyon 8e Arrondissement,69388000BC0065,45.729292,4.878642,0.7295058498023714,0.274371129476584,3 Rue des Roses 69008 Lyon,housenumber,69388_6130_00003,3,3 Rue des Roses,Rue des Roses,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE DU 1ER FILM,69388,Lyon 8e Arrondissement,69388000AD0002,45.745794,4.867198,0.5571991788856304,,3 Rue du Premier Film 69008 Lyon,housenumber,69388_5700_00003,3,3 Rue du Premier Film,Rue du Premier Film,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE LEO ET MAURICE TROUILHET,69388,Lyon 8e Arrondissement,69388000BP0017,45.744284,4.866422,0.8268511483253588,,3 Rue Léo et Maurice Trouilhet 69008 Lyon,housenumber,69388_4190_00003,3,3 Rue Léo et Maurice Trouilhet,Rue Léo et Maurice Trouilhet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE LUDOVIC ARRACHART | 5 RUE LUDOVIC ARRACHART | 7 RUE LUDOVIC ARRACHART | 8 RUE DES SERPOLLIERES | 4 RUE DES SERPOLLIERES | 6 RUE DES SERPOLLIERES,69388,Lyon 8e Arrondissement,69388000BI0211,45.733272,4.862482,0.2240317700180614,0.21745402769416014,3 Rue Ludovic Arrachart 69008 Lyon,housenumber,69388_4395_00003,3,3 Rue Ludovic Arrachart,Rue Ludovic Arrachart,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE MARIUS BERLIET,69388,Lyon 8e Arrondissement,69388000BR0003,45.746649,4.859498,0.7798593506493506,,3 Rue Marius Berliet 69008 Lyon,housenumber,69388_4590_00003,3,3 Rue Marius Berliet,Rue Marius Berliet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE SAINT FULBERT | 3 T RUE SAINT GERVAIS,69388,Lyon 8e Arrondissement,69388000BP0068,45.745354,4.86409,0.45406220779220774,0.4482758441558441,3 Rue Saint Gervais 69008 Lyon,housenumber,69388_6375_00003,3,3 Rue Saint Gervais,Rue Saint Gervais,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE SAINT MATHIEU,69388,Lyon 8e Arrondissement,69388000BS0014,45.743307,4.861365,0.7702743434343434,,3 Rue Saint Mathieu 69008 Lyon,housenumber,69388_6460_00003,3,3 Rue Saint Mathieu,Rue Saint Mathieu,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE SAINT MAURICE,69388,Lyon 8e Arrondissement,69388000BO0004,45.74418,4.868198,0.7720370707070706,0.39956729386892176,3 Rue Saint Maurice 69008 Lyon,housenumber,69388_6465_00003,3,3 Rue Saint Maurice,Rue Saint Maurice,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE SAINT NESTOR,69388,Lyon 8e Arrondissement,69388000BP0059,45.743901,4.86359,0.7626225174825174,,3 Rue Saint Nestor 69008 Lyon,housenumber,69388_6485_00003,3,3 Rue Saint Nestor,Rue Saint Nestor,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE SAINT ROMAIN | 5 RUE SAINT ROMAIN | 3 B RUE SAINT ROMAIN,69388,Lyon 8e Arrondissement,69388000BV0008,45.742347,4.861326,0.33790482093663915,0.2286164301552106,3 Rue Saint Romain 69008 Lyon,housenumber,69388_6555_00003,3,3 Rue Saint Romain,Rue Saint Romain,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 RUE SANTOS DUMONT | 5 RUE SANTOS DUMONT | 1 RUE SANTOS DUMONT,69388,Lyon 8e Arrondissement,69388000BS0051,45.743983,4.859875,0.34565894165535954,0.19251936920222631,3 Rue Santos Dumont 69008 Lyon,housenumber,69388_6670_00003,3,3 Rue Santos Dumont,Rue Santos Dumont,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
3 T RUE FLORENT,69388,Lyon 8e Arrondissement,69388000AX0003,45.728515,4.879775,0.5741203557312252,,3ter Rue Florent 69008 Lyon,housenumber,69388_2795_00003_ter,3ter,3ter Rue Florent,Rue Florent,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
30 AVENUE DU GENERAL FRERE,69388,Lyon 8e Arrondissement,69388000AT0005,45.734933,4.871451,0.7350373796791443,,30 Avenue Général Frère 69008 Lyon,housenumber,69388_3125_00030,30,30 Avenue Général Frère,Avenue Général Frère,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
30 RUE BATAILLE | 28 RUE BATAILLE,69388,Lyon 8e Arrondissement,69388000AS0005,45.738231,4.869759,0.46405039627039624,,30 Rue Bataille 69008 Lyon,housenumber,69388_0705_00030,30,30 Rue Bataille,Rue Bataille,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
30 RUE DU DOCTEUR BONHOMME | 5 IMPASSE DES PLATANES,69388,Lyon 8e Arrondissement,69388000AE0002,45.744429,4.873029,0.45423862838915463,0.4038481020733652,30 Rue Docteur Bonhomme 69008 Lyon,housenumber,69388_2205_00030,30,30 Rue Docteur Bonhomme,Rue Docteur Bonhomme,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
30 RUE GABRIEL SARRAZIN,69388,Lyon 8e Arrondissement,69388000AP0113,45.73939,4.878644,0.7955605571847506,,30 Rue Gabriel Sarrazin 69008 Lyon,housenumber,69388_2945_00030,30,30 Rue Gabriel Sarrazin,Rue Gabriel Sarrazin,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
30 RUE JOSEPH CHAPELLE,69388,Lyon 8e Arrondissement,69388000BI0191,45.734732,4.866353,0.7895509090909091,0.5325300293255132,30 Rue Joseph Chapelle 69008 Lyon,housenumber,69388_3910_00030,30,30 Rue Joseph Chapelle,Rue Joseph Chapelle,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
30 RUE JULES VALENSAUT,69388,Lyon 8e Arrondissement,69388000AZ0292,45.725305,4.875092,0.7920736363636364,,30 Rue Jules Valensaut 69008 Lyon,housenumber,69388_4000_00030,30,30 Rue Jules Valensaut,Rue Jules Valensaut,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
30 RUE VILLON,69388,Lyon 8e Arrondissement,69388000BP0082,45.74461,4.86587,0.7175488311688312,,30 Rue Villon 69008 Lyon,housenumber,69388_7485_00030,30,30 Rue Villon,Rue Villon,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
76 RUE PIERRE VALDO,69385,Lyon 5e Arrondissement,69385000BI0049,45.750666,4.787438,0.7713861616161616,,76 Rue Pierre Valdo 69005 Lyon,housenumber,69385_5530_00076,76,76 Rue Pierre Valdo,Rue Pierre Valdo,69005,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69385,,,Lyon 5e Arrondissement,ok
303 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BL0080,45.738203,4.864224,0.7805193506493506,,303 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00303,303,303 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
305 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BL0082,45.738147,4.864394,0.7805193506493506,,305 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00305,305,305 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
31 AVENUE JEAN MERMOZ,69388,Lyon 8e Arrondissement,69388000AS0086,45.7352,4.873578,0.7864322257053291,0.4630431404958677,31 Avenue Jean Mermoz 69008 Lyon,housenumber,69388_3795_00031,31,31 Avenue Jean Mermoz,Avenue Jean Mermoz,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
31 B RUE SAINT NESTOR,69388,Lyon 8e Arrondissement,69388000BO0109,45.742839,4.867818,0.6275851410658306,,31bis Rue Saint Nestor 69008 Lyon,housenumber,69388_6485_00031_bis,31bis,31bis Rue Saint Nestor,Rue Saint Nestor,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
31 RUE ANTOINE PERICAUD,69388,Lyon 8e Arrondissement,69388000BI0140,45.734632,4.867347,0.7944387390029325,,31 Rue Antoine Péricaud 69008 Lyon,housenumber,69388_0345_00031,31,31 Rue Antoine Péricaud,Rue Antoine Péricaud,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
31 RUE DES TUILIERS | 4 RUE SAINT FIRMIN,69388,Lyon 8e Arrondissement,69388000AC0080,45.746496,4.86469,0.4725888537549407,0.32671,31 Rue des Tuiliers 69008 Lyon,housenumber,69388_7195_00031,31,31 Rue des Tuiliers,Rue des Tuiliers,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
31 RUE JOSEPH CHAPELLE,69388,Lyon 8e Arrondissement,69388000BI0093,45.73459,4.86639,0.7895509090909091,0.4529322077922077,31 Rue Joseph Chapelle 69008 Lyon,housenumber,69388_3910_00031,31,31 Rue Joseph Chapelle,Rue Joseph Chapelle,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
59 BOULEVARD DES BROTTEAUX,69386,Lyon 6e Arrondissement,69386000AZ0051,45.763836,4.857561,0.8117894652406417,,59 Boulevard des Brotteaux 69006 Lyon,housenumber,69386_1130_00059,59,59 Boulevard des Brotteaux,Boulevard des Brotteaux,69006,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69386,,,Lyon 6e Arrondissement,ok
31 RUE PIERRE DELORE,69388,Lyon 8e Arrondissement,69388000BK0052,45.734909,4.857295,0.7805802597402597,,31 Rue Pierre Delore 69008 Lyon,housenumber,69388_5270_00031,31,31 Rue Pierre Delore,Rue Pierre Delore,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
31 RUE SAINT NESTOR,69388,Lyon 8e Arrondissement,69388000BP0038,45.743347,4.865798,0.6693824242424241,,Rue Saint Nestor 69008 Lyon,street,69388_6485,,Rue Saint Nestor,Rue Saint Nestor,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
316 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BI0162,45.737453,4.865791,0.7805193506493506,,316 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00316,316,316 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
317 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BL0028,45.737832,4.86538,0.7805193506493506,,317 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00317,317,317 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
318 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BI0164,45.737416,4.865905,0.7805193506493506,,318 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00318,318,318 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
319 B AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BI0170,45.737551,4.866523,0.6277309625668448,,319bis Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00319_bis,319bis,319bis Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
32 AVENUE DES FRERES LUMIERE,69388,Lyon 8e Arrondissement,69388000BR0147,45.746146,4.862605,0.8269293939393938,,32 Avenue des Frères Lumière 69008 Lyon,housenumber,69388_2910_00032,32,32 Avenue des Frères Lumière,Avenue des Frères Lumière,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
32 RUE PROFESSEUR JOSEPH NICOLAS | 28 RUE PROFESSEUR JOSEPH NICOLAS | 30 RUE PROFESSEUR JOSEPH NICOLAS,69388,Lyon 8e Arrondissement,69388000AN0160,45.733216,4.881544,0.3546779245283019,,32 Rue Professeur Joseph Nicolas 69008 Lyon,housenumber,69388_5785_00032,32,32 Rue Professeur Joseph Nicolas,Rue Professeur Joseph Nicolas,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
32 B RUE SAINT NESTOR | 32 RUE SAINT NESTOR | 32B RUE SAINT NESTOR,69388,Lyon 8e Arrondissement,69388000BN0095,45.742516,4.868792,0.32484112079701116,,32bis Rue Saint Nestor 69008 Lyon,housenumber,69388_6485_00032_bis,32bis,32bis Rue Saint Nestor,Rue Saint Nestor,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
32 COURS ALBERT THOMAS | 30 B COURS ALBERT THOMAS | 34 COURS ALBERT THOMAS,69388,Lyon 8e Arrondissement,69388000AC0005,45.747999,4.863757,0.3435902797202797,,32 Cours Albert Thomas 69008 Lyon,housenumber,69388_0120_00032,32,32 Cours Albert Thomas,Cours Albert Thomas,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
32 RUE ANTOINE LUMIERE | 30 RUE ANTOINE LUMIERE,69388,Lyon 8e Arrondissement,69388000BN0021,45.741002,4.868131,0.4751010806174957,,32 Rue Antoine Lumière 69008 Lyon,housenumber,69388_0340_00032,32,32 Rue Antoine Lumière,Rue Antoine Lumière,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
32 RUE DES HERIDEAUX,69388,Lyon 8e Arrondissement,69388000BY0085,45.739389,4.862978,0.7757648051948051,,32 Rue des Hérideaux 69008 Lyon,housenumber,69388_3535_00032,32,32 Rue des Hérideaux,Rue des Hérideaux,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
32 RUE EDOUARD NIEUPORT | 60 RUE DU PROFESSEUR MORAT | 58 RUE DU PROFESSEUR MORAT,69388,Lyon 8e Arrondissement,69388000AT0100,45.735545,4.879749,0.3313524064171123,0.32809967914438504,32 Rue Professeur Morat 69008 Lyon,housenumber,69388_5780_00032,32,32 Rue Professeur Morat,Rue Professeur Morat,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
32 RUE GABRIEL SARRAZIN,69388,Lyon 8e Arrondissement,69388000AP0112,45.739272,4.878735,0.7955605571847506,,32 Rue Gabriel Sarrazin 69008 Lyon,housenumber,69388_2945_00032,32,32 Rue Gabriel Sarrazin,Rue Gabriel Sarrazin,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
8 PLACE SAINT JEAN,69385,Lyon 5e Arrondissement,69385000AI0006,45.761189,4.826646,0.7528216083916083,0.5635763636363635,8 Place Saint Jean 69005 Lyon,housenumber,69385_6420_00008,8,8 Place Saint Jean,Place Saint Jean,69005,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69385,,,Lyon 5e Arrondissement,ok
32 RUE PROFESSEUR RANVIER | 1 PASSAGE RANVIER,69388,Lyon 8e Arrondissement,69388000AN0118,45.734327,4.886666,0.5432588770053476,,32 Rue Professeur Ranvier 69008 Lyon,housenumber,69388_5795_00032,32,32 Rue Professeur Ranvier,Rue Professeur Ranvier,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
322 AVENUE BERTHELOT | 324 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BI0200,45.737288,4.866304,0.4743969016697588,,322 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00322,322,322 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
